Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S
B56	bin.30	79.36	2) medium quality	79.36	0	0	Catabacter sp. UBA7571	species	0.789	Unclassified	Unclassified	0.603	24050	1.51	24.58	90	79161	1289	33	0	0	0
B56	bin.35	89.23	3) high quality Nayfach	96.98	1.55	0	Clostridium sp. CAG:510	species	0.998	Clostridium sp. CAG:510	species	0.998	70169	2.6	21.24	55	173090	2323	36	0	0	0
B56	maxbin.006_sub	19.46	2) medium quality	55.86	7.28	37.25	Prevotella	genus	0.752	Prevotella sp. CAG:1092	species	0.516	20304	2.79	37.05	401	96220	2458	28	0	0	0
B56	maxbin.008	94.62	3) high quality Nayfach	94.62	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.797	Unclassified	Unclassified	0.797	56595	1.54	30.01	89	163101	1432	46	1	0	0
B56	maxbin.013	92.73	3) high quality Nayfach	96.43	0.74	0	Bacteroides sp. CAG:770	species	0.943	Bacteroides sp. CAG:770	species	0.943	42253	2.85	19.09	112	154622	2262	40	1	3	0
B56	maxbin.037_sub	35.24	2) medium quality	60.44	5.04	41.67	Bacteria	superkingdom	0.669	Unclassified	Unclassified	0.327	3431	1.71	6.72	647	15277	1444	14	0	0	0
B56	unbinned	-32595.25	0) really bad	100	6539.05	4.25	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.269	1245	251.22	0	549832	141319	0	2037	49	57	106
B57	1	41.79	1) low quality	45.19	0.68	100	Faecalibacterium prausnitzii	species	0.665	Faecalibacterium prausnitzii	species	0.665	2014	1.31	28.21	664	11461	1206	21	0	0	0
B57	11_sub	61.24	2) medium quality	68.69	1.49	0	Clostridiales bacterium	species	0.92	Clostridiales bacterium	species	0.92	2742	1.2	6.78	501	11047	1111	18	0	0	0
B57	32	81.11	2) medium quality	85.81	0.94	0	Bacteria	superkingdom	0.673	uncultured Prevotellaceae bacterium	species	0.31	4983	2.23	7.89	559	17418	1681	14	0	0	0
B57	42	70.07	2) medium quality	78.32	1.65	28.57	Sutterella	genus	0.948	Sutterella sp.	species	0.581	3000	1.61	6.3	617	26411	1602	22	0	0	0
B57	57	76.09	2) medium quality	80.34	0.85	0	Bacteria	superkingdom	0.703	Cyanobacteria bacterium UBA4641	species	0.392	4386	1.62	8.93	450	28811	1501	25	0	0	0
B57	65	49.48	2) medium quality	75.23	5.15	9.52	Ruminococcaceae bacterium	species	0.876	Ruminococcaceae bacterium	species	0.876	2646	2.25	6.73	944	12443	2077	14	0	0	0
B57	68_sub	80.8	3) high quality Nayfach	94.9	2.82	22.22	Lachnospiraceae	family	0.666	Lachnospiraceae bacterium	species	0.543	17015	4.49	15.45	452	76248	4406	44	0	0	0
B57	bin.14	79.74	3) high quality Nayfach	95.94	3.24	10	Clostridium sp. CAG:510	species	0.953	Clostridium sp. CAG:510	species	0.953	26229	2.62	12.49	144	154562	2341	32	0	0	0
B57	bin.15	69.7	2) medium quality	88.5	3.76	34.48	Prevotella sp. CAG:1092	species	0.833	Prevotella sp. CAG:1092	species	0.833	16675	2.85	38.94	246	58363	2231	26	0	0	0
B57	bin.16	97.17	3) high quality Nayfach	97.27	0.02	100	Ruminococcaceae bacterium	species	0.982	Ruminococcaceae bacterium	species	0.982	20296	2.08	12.19	136	68880	1894	31	0	0	0
B57	bin.17	97.34	3) high quality Nayfach	98.79	0.29	0	Succinatimonas	genus	0.942	Succinatimonas sp. UBA2849	species	0.482	47706	2.2	85.06	101	199282	1853	46	0	0	0
B57	bin.18	74.73	2) medium quality	81.43	1.34	50	Catabacter sp. UBA7571	species	0.848	Unclassified	Unclassified	0.592	20774	1.5	20.4	97	55384	1291	37	1	0	0
B57	bin.21_sub	88.57	3) high quality Nayfach	98.62	2.01	0	Butyrivibrio	genus	0.966	Butyrivibrio crossotus CAG:259	species	0.64	27441	2.08	18.09	115	81051	1996	26	0	0	0
B57	bin.3	96.63	4) high quality Bowers	96.63	0	0	Elusimicrobia	phylum	0.944	Elusimicrobia bacterium UBA5880	species	0.635	48615	1.54	17.95	46	148982	1476	42	1	1	1
B57	bin.34	89.64	3) high quality Nayfach	94.39	0.95	0	Bacteroides sp. CAG:770	species	0.954	Bacteroides sp. CAG:770	species	0.954	25873	2.75	13.57	177	70308	2124	30	0	0	0
B57	bin.7_sub	70.36	2) medium quality	70.36	0	0	Ruminococcus	genus	0.66	uncultured Ruminococcus sp.	species	0.32	5378	1.28	8.32	253	39741	1121	9	0	0	0
B57	maxbin.003_sub	30.41	2) medium quality	65.96	7.11	73.33	Prevotella copri	species	0.724	Prevotella copri	species	0.444	3500	2.7	49.02	930	30257	2314	14	2	8	2
B57	maxbin.007	90.3	3) high quality Nayfach	95.7	1.08	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.789	Unclassified	Unclassified	0.789	44238	1.55	26.97	79	153193	1435	42	1	0	0
B57	unbinned	-31231.6	0) really bad	100	6266.32	3.86	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.283	1131	228.59	0	541866	93875	0	1896	48	51	85
B58	15	81.46	2) medium quality	85.91	0.89	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.926	Unclassified	Unclassified	0.926	5238	1.53	7.86	374	23128	1399	18	0	0	0
B58	19	83.11	2) medium quality	83.11	0	0	Catabacter sp. UBA7571	species	0.72	Unclassified	Unclassified	0.52	16700	1.67	16.26	146	70541	1391	40	0	0	0
B58	28	45.74	2) medium quality	50.64	0.98	25	Clostridiales bacterium	species	0.925	Clostridiales bacterium	species	0.925	1802	0.86	5.66	482	6619	816	11	0	0	0
B58	41	95.7	3) high quality Nayfach	95.7	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.838	Unclassified	Unclassified	0.838	38522	1.47	20.76	63	110248	1360	40	1	0	0
B58	43_sub	55.46	2) medium quality	72.26	3.36	33.33	Ruminococcaceae bacterium	species	0.937	Ruminococcaceae bacterium	species	0.937	2452	1.9	6.76	830	17381	1717	5	0	0	0
B58	63	59.97	2) medium quality	74.02	2.81	14.29	Bacteria	superkingdom	0.661	Cyanobacteria bacterium UBA4641	species	0.33	3384	1.49	7.64	519	20257	1349	13	0	0	0
B58	73	83.02	2) medium quality	93.92	2.18	25	Ruminococcaceae bacterium	species	0.969	Ruminococcaceae bacterium	species	0.969	7631	2.02	9.4	352	28566	1841	28	0	0	1
B58	9	27.19	1) low quality	47.59	4.08	85.71	Faecalibacterium prausnitzii	species	0.844	Faecalibacterium prausnitzii	species	0.645	1861	1.42	29.3	787	9157	1345	18	0	0	0
B58	bin.12	95.51	3) high quality Nayfach	95.51	0	0	Elusimicrobia	phylum	0.984	Elusimicrobia bacterium UBA5880	species	0.575	25697	1.45	13.47	79	88901	1370	38	1	0	0
B58	bin.16_sub	45	2) medium quality	52.85	1.57	75	Ruminococcus	genus	0.729	uncultured Ruminococcus sp.	species	0.188	4456	1	8.58	229	12751	905	5	1	0	0
B58	bin.19	70.25	2) medium quality	88.05	3.56	22.22	Clostridium sp. CAG:510	species	0.96	Clostridium sp. CAG:510	species	0.96	11886	2.32	9	256	42959	2048	25	0	0	0
B58	bin.2	93.02	3) high quality Nayfach	98.87	1.17	25	Lachnospiraceae bacterium	species	0.86	Lachnospiraceae bacterium	species	0.86	54528	3.16	30.16	85	160678	2837	33	0	0	0
B58	bin.26	97.32	3) high quality Nayfach	97.32	0	0	Butyrivibrio crossotus CAG:259	species	0.685	Butyrivibrio crossotus CAG:259	species	0.685	22122	1.91	16.22	127	57109	1802	23	0	0	0
B58	bin.6	94.6	3) high quality Nayfach	96.05	0.29	0	Succinatimonas	genus	0.922	Succinatimonas sp. CAG:777	species	0.473	36965	2.03	102.22	110	128527	1696	40	0	0	0
B58	maxbin.037_sub	35.47	1) low quality	39.72	0.85	26.32	Enterobacteriaceae	family	0.738	Enterobacteriaceae	family	0.378	1488	1.52	5.26	1002	8913	1608	10	0	0	0
B58	unbinned	-34123.25	0) really bad	100	6844.65	3.63	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.256	1383	255.3	0	569332	96587	0	2112	52	68	88
B59	0	44.84	1) low quality	45.49	0.13	33.33	Clostridiales	order	0.665	Unclassified	Unclassified	0.533	1608	0.56	6.4	346	7458	437	3	0	0	0
B59	12_sub	92.38	2) medium quality	94.63	0.45	0	Lachnospira eligens	species	0.806	Lachnospira eligens	species	0.806	8944	2.54	15.47	382	29884	2275	16	0	0	0
B59	14	94.03	2) medium quality	94.03	0	0	[Eubacterium] siraeum	species	0.88	[Eubacterium] siraeum V10Sc8a	strain	0.548	7247	2.32	12.66	431	29615	1983	20	0	0	0
B59	18	61.44	2) medium quality	80.19	3.75	12.5	Bacteria	superkingdom	0.679	Lentisphaeria bacterium	species	0.291	3335	3.5	7.52	1230	15720	3033	32	0	0	0
B59	20	74.68	2) medium quality	79.73	1.01	0	Alphaproteobacteria	class	0.672	unclassified Alphaproteobacteria	no rank	0.22	7572	2.08	10.22	389	27000	1963	30	0	0	0
B59	27	70.96	2) medium quality	89.11	3.63	0	Bacteroidales bacterium 55_9	species	0.735	Bacteroidales bacterium 55_9	species	0.588	5299	2.3	9.35	550	19169	1920	33	0	0	0
B59	32	66.58	2) medium quality	73.63	1.41	0	Life	life	0.662	Unclassified	Unclassified	0.332	2706	1.26	8.53	513	12756	1081	12	0	0	0
B59	35	94.98	3) high quality Nayfach	99.38	0.88	0	Succinatimonas	genus	0.962	Succinatimonas sp. UBA2849	species	0.549	130317	2.43	127.21	43	459548	2103	45	0	0	0
B59	37_sub	-110.76	0) really bad	93.74	40.9	85.23	Clostridiales	order	0.827	Ruminococcaceae bacterium	species	0.482	10824	3.27	53.67	428	56918	3071	36	0	0	4
B59	4	64.34	2) medium quality	71.69	1.47	33.33	Alistipes	genus	0.769	Alistipes sp.	species	0.525	2831	2.69	7.48	1073	12111	2327	20	0	0	0
B59	41	85.49	2) medium quality	89.74	0.85	0	Cyanobacteria bacterium UBA4641	species	0.684	Cyanobacteria bacterium UBA4641	species	0.684	62519	1.92	44.88	57	140290	1821	39	0	0	0
B59	44	84.73	2) medium quality	99.28	2.91	0	Clostridiales	order	0.665	[Eubacterium] rectale M104/1	strain	0.244	15822	4.84	22.77	543	76196	4436	46	0	0	1
B59	45	93.4	4) high quality Bowers	99.4	1.2	0	Phascolarctobacterium succinatutens CAG:287	strain	0.93	Phascolarctobacterium succinatutens CAG:287	strain	0.93	38430	2.4	32.54	92	101912	2185	44	1	1	1
B59	51	93.75	2) medium quality	96.85	0.62	0	Sutterella	genus	0.971	Sutterella sp.	species	0.591	7810	1.97	10.61	361	41263	1794	41	0	0	0
B59	54	87.23	2) medium quality	92.63	1.08	50	Odoribacter splanchnicus	species	0.933	Odoribacter splanchnicus	species	0.933	7182	3.18	11.9	556	47205	2588	27	0	0	1
B59	55_sub	45.27	2) medium quality	55.67	2.08	38.89	Haemophilus parainfluenzae	species	0.686	Haemophilus parainfluenzae T3T1	strain	0.362	1818	1.01	7.34	576	8269	887	14	0	0	0
B59	58	85.78	3) high quality Nayfach	97.18	2.28	0	Clostridia bacterium	species	0.849	Clostridia bacterium	species	0.849	10980	1.8	13.29	236	42642	1698	30	0	0	0
B59	65	83.59	2) medium quality	85.29	0.34	0	Ruminococcus sp. CAG:724	species	0.959	Ruminococcus sp. CAG:724	species	0.959	6857	1.69	11.96	344	21447	1514	18	0	0	0
B59	7	44.4	1) low quality	48	0.72	0	Acholeplasmatales bacterium	species	0.874	Acholeplasmatales bacterium	species	0.874	1640	0.49	8.53	294	8385	324	0	0	0	0
B59	74_sub	24.66	1) low quality	26.61	0.39	66.67	Veillonella	genus	0.669	Veillonella dispar	species	0.564	1388	0.48	7.41	330	5872	413	1	1	0	0
B59	84	77.92	2) medium quality	80.32	0.48	25	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.944	Unclassified	Unclassified	0.944	3574	1.31	9	426	26525	1125	21	0	0	0
B59	90	86	4) high quality Bowers	97.8	2.36	33.33	Prevotellaceae	family	0.809	Prevotella sp. CAG:604	species	0.596	66355	4.42	107.04	111	334722	3709	41	1	1	1
B59	bin.12_sub	87.9	2) medium quality	89.6	0.34	0	uncultured Ruminococcus sp.	species	0.969	uncultured Ruminococcus sp.	species	0.969	8549	1.71	21.01	253	29834	1458	20	0	0	0
B59	bin.16	97.96	3) high quality Nayfach	97.96	0	0	Akkermansia	genus	0.981	Akkermansia muciniphila	species	0.659	50136	2.78	20.38	88	131922	2373	49	0	0	0
B59	bin.17	94.62	3) high quality Nayfach	94.62	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.664	Unclassified	Unclassified	0.664	20338	1.67	17.51	126	54337	1628	35	0	0	0
B59	bin.25	86.46	3) high quality Nayfach	96.51	2.01	100	Clostridiales	order	0.683	Clostridiales bacterium	species	0.253	23971	2.42	23.51	156	98521	2176	35	0	0	2
B59	bin.29	92.75	3) high quality Nayfach	98.6	1.17	0	Clostridiales bacterium	species	0.982	Clostridiales bacterium	species	0.982	38128	3.11	54.19	114	264338	2599	49	0	1	3
B59	bin.43	51.78	2) medium quality	55.43	0.73	50	Clostridia	class	0.73	Unclassified	Unclassified	0.251	9459	1.21	29.64	160	81325	1065	30	0	0	0
B59	bin.44	82.62	2) medium quality	87.67	1.01	50	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.836	Unclassified	Unclassified	0.836	65176	2.22	20.42	53	194928	1986	41	0	0	0
B59	bin.9	52.35	2) medium quality	65.2	2.57	60	Clostridiales	order	0.795	Clostridiales bacterium UBA5909	species	0.303	6366	1.67	10.63	299	24639	1599	32	0	0	1
B59	maxbin.003_sub	99.33	3) high quality Nayfach	99.33	0	0	Butyrivibrio crossotus	species	0.726	Butyrivibrio crossotus	species	0.726	216631	2.48	102.93	54	258521	2381	40	0	0	0
B59	maxbin.009_sub	76.24	3) high quality Nayfach	91.49	3.05	38.46	Oscillibacter sp.	species	0.778	Oscillibacter sp.	species	0.778	29144	2.08	36.01	211	108270	1934	37	0	0	2
B59	maxbin.017	87.16	3) high quality Nayfach	95.66	1.7	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.678	Unclassified	Unclassified	0.678	14888	2.78	19.28	289	60240	2177	43	0	1	1
B59	unbinned	-33045.6	0) really bad	100	6629.12	2.69	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.279	1232	242.13	0	514882	93291	0	2064	59	60	84
B61	25	87.27	2) medium quality	93.87	1.32	0	Bacteroidales	order	0.984	Bacteroidales bacterium H8	species	0.511	9919	2.3	8.63	319	33320	1891	29	0	0	0
B61	30_sub	-164	0) really bad	86.85	50.17	44.87	Bacteroidales	order	0.693	Bacteroides finegoldii CL09T03C10	strain	0.353	18084	9.21	16.6	781	102368	7253	62	0	0	1
B61	35	-18.05	0) really bad	92.75	22.16	53.06	Ruminococcaceae bacterium	species	0.881	Ruminococcaceae bacterium	species	0.881	8398	3.33	9.03	588	54208	3097	30	0	0	0
B61	39	90.85	3) high quality Nayfach	97.5	1.33	20	Roseburia	genus	0.764	Roseburia sp. OF03-24	species	0.403	21627	4.01	12.81	298	85434	3571	32	1	0	0
B61	4	25.69	1) low quality	26.39	0.14	50	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.883	Unclassified	Unclassified	0.883	1626	0.38	4.69	238	4113	327	4	0	0	0
B61	42_sub	74.54	2) medium quality	80.39	1.17	0	Clostridium	genus	0.739	Clostridium sp. OM07-10AC	species	0.455	3845	2.23	5.85	652	15470	1887	15	0	0	0
B61	5	89.54	3) high quality Nayfach	96.14	1.32	64.81	Prevotella sp.	species	0.803	Prevotella sp.	species	0.803	27819	2.7	14.55	145	137217	2246	34	0	0	0
B61	6	90.12	3) high quality Nayfach	97.12	1.4	4.35	Klebsiella pneumoniae	species	0.826	Klebsiella pneumoniae	species	0.826	22485	5.22	11.2	377	179979	4996	35	0	0	4
B61	71	84.47	2) medium quality	89.77	1.06	33.33	Clostridiales	order	0.733	Lachnospiraceae bacterium	species	0.411	6515	2.3	7.25	422	47415	1990	14	0	0	0
B61	bin.13	44.5	1) low quality	44.5	0	0	Burkholderiales bacterium	species	0.664	Burkholderiales bacterium	species	0.664	4523	0.9	5.44	204	22221	867	8	0	0	0
B61	bin.17	97.05	3) high quality Nayfach	97.05	0	0	Ruminococcaceae bacterium	species	0.987	Ruminococcaceae bacterium	species	0.987	21631	2.06	11.54	137	87755	1853	36	0	0	0
B61	bin.9	-72.59	0) really bad	86.91	31.9	7.69	Acetobacter sp. CAG:267	species	0.753	Unclassified	Unclassified	0.488	5571	2.03	7.06	380	23196	1970	22	0	0	0
B61	maxbin.001	94.46	3) high quality Nayfach	99.26	0.96	0	Prevotella sp. Marseille-P4119	species	0.841	Prevotella sp. Marseille-P4119	species	0.841	44987	4.24	123	192	231894	3647	53	3	4	0
B61	maxbin.003_sub	88.97	3) high quality Nayfach	95.67	1.34	47.37	Phocaeicola vulgatus	species	0.723	Phocaeicola vulgatus	species	0.723	26852	4.53	41.76	366	99600	3853	41	1	1	0
B61	maxbin.004	92.07	3) high quality Nayfach	99.52	1.49	0	Firmicutes	phylum	0.751	Lachnospiraceae bacterium	species	0.547	76171	3.16	37.56	83	155786	2838	42	1	0	0
B61	maxbin.005_sub	-302.25	0) really bad	95	79.45	53.96	Bacteroides	genus	0.725	Bacteroides eggerthii DSM 20697	strain	0.289	19730	7.21	20.6	667	132945	6086	76	1	9	2
B61	unbinned	-26512.45	0) really bad	100	5322.49	3.43	Life	life	0.66	Unclassified	Unclassified	0.188	1120	184.97	4.2	396044	185160	0	1561	45	30	71
B62	12_sub	47.76	2) medium quality	75.96	5.64	0	Ruminococcus	genus	0.674	Ruminococcus sp.	species	0.127	2577	1.93	6.83	857	9900	1709	9	1	0	1
B62	32_sub	36.59	0) really bad	88.04	10.29	11.76	Bacteria	superkingdom	0.662	Clostridiales bacterium UBA6386	species	0.212	5488	5.41	14.42	1258	40826	5347	52	1	1	2
B62	33	71.9	2) medium quality	81.85	1.99	0	Cyanobacteria	phylum	0.696	unclassified Cyanobacteria	no rank	0.459	4843	1.76	8.44	468	26666	1640	20	0	0	0
B62	38_sub	-121.65	0) really bad	87.75	41.88	1.75	uncultured bacterium	species	0.764	uncultured bacterium	species	0.531	12758	2.66	12.57	314	68320	2451	56	0	0	0
B62	54	81.33	2) medium quality	91.68	2.07	60	Ruminococcaceae bacterium	species	0.901	Ruminococcaceae bacterium	species	0.901	4712	1.91	12.27	519	23388	1759	24	0	0	1
B62	bin.11	45.32	1) low quality	49.57	0.85	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.839	Unclassified	Unclassified	0.839	45463	0.84	18.16	30	108013	773	13	0	0	1
B62	bin.19	95.64	3) high quality Nayfach	95.64	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.979	Unclassified	Unclassified	0.979	36653	1.47	27.06	59	111770	1379	40	1	0	0
B62	bin.21	97.99	3) high quality Nayfach	97.99	0	0	uncultured Ruminococcus sp.	species	0.817	uncultured Ruminococcus sp.	species	0.817	32461	2.92	18.61	134	94271	2789	38	1	0	1
B62	bin.26	96.29	3) high quality Nayfach	97.99	0.34	100	Ruminococcaceae bacterium	species	0.889	Ruminococcaceae bacterium	species	0.889	30393	1.82	14.68	95	72124	1662	32	0	0	0
B62	maxbin.001_sub	-1.19	0) really bad	72.96	14.83	100	Prevotella copri	species	0.774	Prevotella copri DSM 18205	strain	0.626	22572	3.19	114.94	292	88608	2579	29	2	4	4
B62	maxbin.005	73.48	2) medium quality	83.38	1.98	18.18	Prevotella	genus	0.711	Prevotella sp. UBA746	species	0.289	27914	2.99	24.5	242	116786	2399	27	1	6	2
B62	maxbin.008_sub	-126.4	0) really bad	71.55	39.59	64.58	Prevotellaceae	family	0.716	Prevotella sp.	species	0.476	11290	3.69	18.46	573	69035	3006	40	0	6	0
B62	unbinned	-35362.5	0) really bad	100	7092.5	2.41	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.277	1020	215.18	0	507897	102593	0	1899	53	38	85
B63	15	85.12	2) medium quality	85.12	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.926	Unclassified	Unclassified	0.926	131765	1.81	22.83	32	391086	1532	54	1	1	2
B63	18	86.69	3) high quality Nayfach	91.94	1.05	0	Clostridiales bacterium	species	0.976	Clostridiales bacterium	species	0.976	64673	1.58	30.1	56	142581	1433	45	0	0	0
B63	22	28.35	1) low quality	28.35	0	0	Clostridiales bacterium UBA643	species	0.849	Clostridiales bacterium UBA643	species	0.849	1616	0.5	4.01	306	5850	487	1	0	0	0
B63	24	90.3	3) high quality Nayfach	94.95	0.93	0	Prevotellaceae	family	0.662	Prevotellaceae bacterium UBA4336	species	0.172	22870	2.96	10.13	200	74251	2238	35	0	0	0
B63	33_sub	38.31	0) really bad	97.91	11.92	11.76	Firmicutes	phylum	0.663	Lachnospiraceae bacterium	species	0.246	17207	6.83	17.92	669	101665	6802	85	0	0	0
B63	40	96.48	3) high quality Nayfach	96.48	0	0	Prevotella stercorea	species	0.854	Prevotella stercorea	species	0.854	47371	2.57	24.13	94	141041	2070	37	0	0	0
B63	43_sub	94.23	3) high quality Nayfach	95.93	0.34	0	Ruminococcaceae bacterium	species	0.972	Ruminococcaceae bacterium	species	0.972	31469	2.19	11.37	109	66634	1971	36	0	0	0
B63	49	27.31	2) medium quality	61.01	6.74	0	Firmicutes	phylum	0.714	Bacilli bacterium Phil2	species	0.393	2317	0.74	7.51	346	10012	668	13	1	0	0
B63	63	75.24	2) medium quality	79.49	0.85	0	Bacteria	superkingdom	0.743	Cyanobacteria/Melainabacteria group	no rank	0.323	4007	1.51	6.35	451	14215	1358	21	0	0	0
B63	69	94.63	3) high quality Nayfach	95.28	0.13	100	Bacteroidales	order	0.973	Bacteroidales bacterium H8	species	0.608	18266	2.37	9.5	180	56153	1967	38	0	0	0
B63	7	93.45	3) high quality Nayfach	95.95	0.5	0	Bacteroides sp. CAG:770	species	0.933	Bacteroides sp. CAG:770	species	0.933	33859	2.95	13.13	125	85248	2283	38	0	0	0
B63	74	37.99	2) medium quality	58.39	4.08	9.09	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.715	Unclassified	Unclassified	0.715	2444	1.47	5.95	662	11531	1230	11	0	0	0
B63	bin.16	93.21	3) high quality Nayfach	97.61	0.88	50	Succinatimonas	genus	0.921	Succinatimonas sp. UBA2849	species	0.575	20300	2.25	11.28	169	67508	1956	39	0	0	0
B63	bin.17	92.96	3) high quality Nayfach	96.31	0.67	0	Butyrivibrio crossotus	species	0.785	Butyrivibrio crossotus	species	0.785	13205	1.88	9.39	184	43975	1778	15	0	0	0
B63	maxbin.012_sub	6.87	1) low quality	9.57	0.54	0	Bacteria	superkingdom	0.662	Faecalibacterium prausnitzii	species	0.191	1680	0.58	8.21	340	9485	505	1	0	0	0
B63	maxbin.017	47.81	2) medium quality	64.36	3.31	10	Clostridiales bacterium	species	0.699	Unclassified	Unclassified	0.554	8472	1.87	8.53	327	29735	1762	32	0	0	0
B63	unbinned	-26524.7	0) really bad	100	5324.94	2.79	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.267	1259	183.36	6.31	384904	104765	0	1696	60	53	81
B65	11	68.23	2) medium quality	71.88	0.73	50	Clostridiales bacterium	species	0.938	Clostridiales bacterium	species	0.938	3371	1.2	6.32	437	15771	1119	11	1	0	0
B65	12	62.08	2) medium quality	74.43	2.47	22.22	Bacteroidales	order	0.967	Bacteroidales bacterium H9	species	0.54	3470	1.86	5.78	636	13314	1544	27	0	0	0
B65	55	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.997	Succinatimonas sp. CAG:777	species	0.542	125979	2.49	160.07	41	379374	2145	50	0	0	0
B65	57	91.94	2) medium quality	94.74	0.56	0	Prevotellaceae	family	0.691	Prevotellaceae bacterium	species	0.459	9436	2.6	12.03	376	44548	2048	27	0	0	0
B65	8	71.83	2) medium quality	88.68	3.37	42.86	Sutterella	genus	0.969	Sutterella sp.	species	0.634	4288	1.78	6.48	527	18099	1716	39	1	0	0
B65	bin.6	86.98	3) high quality Nayfach	90.38	0.68	0	Prevotella sp. UBA630	species	0.97	Prevotella sp. UBA630	species	0.97	52648	2.88	30.94	85	136819	2160	35	0	0	0
B65	maxbin.002_sub	49.31	2) medium quality	89.66	8.07	87.5	Prevotella	genus	0.74	Prevotella sp. AM23-5	species	0.379	19210	3.81	75.52	450	66510	3009	37	0	3	2
B65	maxbin.004_sub	3.83	1) low quality	5.38	0.31	0	Bacteria	superkingdom	0.672	Prevotella sp. UBA630	species	0.261	5020	0.2	43.11	65	17800	144	8	3	3	1
B65	maxbin.005_sub	-328.21	0) really bad	84.94	82.63	64.1	Prevotella	genus	0.697	Prevotella sp. AM23-5	species	0.243	10315	5.25	30.17	968	96864	4155	49	0	9	4
B65	maxbin.010_sub	1.39	0) really bad	92.24	18.17	16.67	Prevotella sp. CAG:1092	species	0.714	Prevotella sp. CAG:1092	species	0.714	10443	3.41	10.69	574	35476	2648	32	0	0	1
